imu9250 monitor started
time, gx, gy, gz, ax, ay, az, mx, my, mz, comp, temp
27829,-2.241,0.622,0.049,-0.015,0.005,1.035,11.287,-7.608,9.654,213.982,23.29187854109222
27931,-2.261,0.606,0.076,-0.015,0.005,1.035,11.219,-7.616,9.852,214.170,23.2905669596297
28032,-2.256,0.621,0.033,-0.015,0.004,1.035,11.464,-7.502,9.831,213.201,23.299102263303844
28133,-2.298,0.573,0.016,-0.014,0.004,1.032,11.330,-7.621,9.904,213.925,23.267592230866516
28234,-2.277,0.602,0.063,-0.014,0.004,1.033,11.313,-7.746,9.932,214.399,23.232799636072492
28335,-2.316,0.651,0.022,-0.014,0.004,1.034,11.180,-7.726,9.835,214.648,23.2720575421464
28436,-2.283,0.637,0.029,-0.014,0.004,1.034,11.133,-7.950,9.937,215.531,23.284294729317203
28537,-2.288,0.607,0.042,-0.015,0.004,1.035,11.096,-8.130,10.019,216.230,23.313253616742166
28639,-2.259,0.562,0.114,-0.014,0.004,1.034,11.185,-8.213,9.844,216.288,23.298082451305497
28740,-2.239,0.608,0.116,-0.015,0.004,1.035,11.167,-7.770,9.975,214.829,23.295530087800323
28841,-2.197,0.622,0.096,-0.015,0.005,1.034,11.243,-7.865,9.929,214.975,23.331826472372825
28942,-2.193,0.628,0.089,-0.015,0.005,1.035,11.124,-7.822,9.772,215.113,23.312940735810024
29044,-2.206,0.662,0.187,-0.015,0.005,1.034,11.028,-7.667,9.647,214.807,23.307416715403942
29145,-2.186,0.690,0.168,-0.015,0.004,1.035,11.131,-7.663,9.667,214.543,23.302997499079076
29246,-2.202,0.665,0.144,-0.015,0.004,1.035,11.064,-7.450,9.773,213.953,23.309046694863344
29347,-2.202,0.665,0.144,-0.015,0.004,1.035,11.064,-7.450,9.773,213.953,23.309046694863344
imu9250 main loop terminated
