imu9250 monitor started
time, gx, gy, gz, mx, my, mz, ax, ay, az, comp
5385, -2.493, 1.043, 1.533, 48.141, 7.941, 17.446, 0.014,-0.012, 1.038, 170.633 
5396, -2.493, 1.043, 1.533, 48.141, 7.941, 17.446, 0.014,-0.012, 1.038, 170.633 
5409, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.012, 1.038, 170.585 
5420, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5431, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5442, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5453, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5464, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5475, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5486, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5497, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5510, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5521, -2.487, 1.034, 1.529, 48.387, 8.023, 17.326, 0.014,-0.013, 1.038, 170.585 
5534, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5545, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5556, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5567, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5578, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5589, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5600, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5611, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5623, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5636, -2.502, 1.006, 1.562, 48.495, 8.001, 17.318, 0.015,-0.013, 1.037, 170.632 
5649, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5660, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5671, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5681, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5693, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5704, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5715, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5726, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5738, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5751, -2.515, 1.015, 1.570, 48.259, 7.953, 17.399, 0.015,-0.013, 1.038, 170.642 
5762, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5773, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5784, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5795, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5806, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5817, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5828, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5839, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5851, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5862, -2.505, 1.006, 1.555, 48.158, 7.828, 17.611, 0.015,-0.014, 1.037, 170.768 
5873, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5884, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5895, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5906, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5917, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5928, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5939, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5950, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5961, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5972, -2.506, 0.994, 1.581, 48.166, 7.756, 17.575, 0.015,-0.014, 1.038, 170.852 
5984, -2.506, 0.994, 1.581, 48.230, 7.641, 17.429, 0.015,-0.014, 1.038, 170.998 
5995, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6006, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6017, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6028, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6039, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6050, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6061, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6072, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6083, -2.497, 0.978, 1.614, 48.230, 7.641, 17.429, 0.015,-0.012, 1.038, 170.998 
6098, -2.497, 0.978, 1.614, 48.340, 7.665, 17.489, 0.015,-0.012, 1.038, 170.990 
6109, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6120, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6131, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6142, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6153, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6164, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6175, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6186, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6197, -2.508, 0.981, 1.574, 48.340, 7.665, 17.489, 0.014,-0.012, 1.037, 170.990 
6211, -2.508, 0.981, 1.574, 48.311, 7.919, 17.243, 0.014,-0.012, 1.037, 170.691 
6223, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6234, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6244, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6255, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6266, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6278, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6289, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6300, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6311, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6324, -2.487, 0.983, 1.544, 48.311, 7.919, 17.243, 0.014,-0.012, 1.038, 170.691 
6335, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6346, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6357, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6368, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6379, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6390, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6401, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6412, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6423, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6434, -2.455, 0.976, 1.525, 48.229, 7.888, 17.281, 0.014,-0.012, 1.039, 170.711 
6446, -2.455, 0.976, 1.525, 48.222, 7.863, 17.311, 0.014,-0.012, 1.039, 170.739 
6457, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6468, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6479, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6490, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6501, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6512, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6523, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6534, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6545, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6556, -2.473, 0.965, 1.536, 48.222, 7.863, 17.311, 0.013,-0.012, 1.039, 170.739 
6570, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.013,-0.012, 1.039, 170.925 
6581, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6592, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6603, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6614, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6625, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6636, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6647, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6658, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6669, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6681, -2.476, 0.957, 1.520, 48.188, 7.697, 17.130, 0.014,-0.012, 1.039, 170.925 
6694, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6705, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6716, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6727, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6739, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6750, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6761, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6772, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6783, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6795, -2.482, 0.982, 1.477, 48.072, 7.769, 17.015, 0.015,-0.012, 1.039, 170.820 
6808, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6819, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6830, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6841, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6852, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6864, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6875, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6886, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6897, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6908, -2.496, 0.998, 1.481, 47.979, 7.827, 16.922, 0.015,-0.012, 1.040, 170.735 
6920, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6931, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6942, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6953, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6964, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6975, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6986, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
6997, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
7008, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
7019, -2.510, 1.006, 1.493, 48.081, 7.580, 16.907, 0.015,-0.012, 1.039, 171.041 
7030, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.012, 1.039, 171.121 
7041, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7052, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7063, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7074, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7086, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7097, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7108, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7119, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7130, -2.514, 1.058, 1.532, 48.192, 7.529, 17.159, 0.015,-0.013, 1.039, 171.121 
7142, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.015,-0.013, 1.039, 171.130 
7153, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7164, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7175, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7186, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7197, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7208, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7220, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7231, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7242, -2.569, 1.052, 1.535, 48.544, 7.576, 17.272, 0.014,-0.013, 1.039, 171.130 
7254, -2.569, 1.052, 1.535, 48.445, 7.584, 17.275, 0.014,-0.013, 1.039, 171.103 
7266, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7277, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7288, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7299, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7310, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7321, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7332, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7343, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7354, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7370, -2.584, 1.062, 1.556, 48.445, 7.584, 17.275, 0.015,-0.013, 1.039, 171.103 
7381, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7392, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7403, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7413, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7424, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7435, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7446, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7458, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7469, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7481, -2.579, 1.038, 1.568, 48.600, 7.415, 17.453, 0.015,-0.013, 1.038, 171.325 
7492, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7504, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7515, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7526, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7537, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7549, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7560, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7571, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7582, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7593, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7604, -2.576, 1.052, 1.519, 48.548, 7.455, 17.419, 0.015,-0.013, 1.038, 171.269 
7619, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.015,-0.013, 1.038, 171.282 
7630, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7641, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7652, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7663, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7674, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7685, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7696, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7708, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7719, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7731, -2.576, 1.052, 1.543, 48.448, 7.429, 17.275, 0.016,-0.013, 1.039, 171.282 
7744, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7755, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7766, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7777, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7788, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7799, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7810, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7821, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7834, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7845, -2.554, 1.094, 1.537, 48.485, 7.291, 17.336, 0.015,-0.012, 1.038, 171.448 
7856, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7867, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7878, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7889, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7900, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7911, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7922, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7933, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7944, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7956, -2.480, 1.063, 1.606, 48.515, 7.591, 17.560, 0.014,-0.012, 1.038, 171.108 
7967, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
7979, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
7989, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8000, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8012, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8023, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8034, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8045, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8056, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8068, -2.469, 1.068, 1.605, 48.744, 7.508, 17.652, 0.014,-0.013, 1.038, 171.243 
8079, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.014,-0.013, 1.038, 171.059 
8090, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8101, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8112, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8123, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8134, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8145, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8156, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8167, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8180, -2.508, 1.044, 1.594, 48.605, 7.647, 17.520, 0.015,-0.013, 1.038, 171.059 
8191, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.013, 1.038, 171.191 
8202, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8213, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8224, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8235, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8246, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8258, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8269, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
8280, -2.525, 1.032, 1.609, 48.552, 7.524, 17.473, 0.015,-0.014, 1.038, 171.191 
