imu9250 monitor started
time, gx, gy, gz, mx, my, mz, ax, ay, az, comp
9199, -2.441, 0.928, 1.096, 39.995,-15.713, 15.818, 0.016, 0.012, 1.038, 201.448 
9210, -2.441, 0.928, 1.096, 39.995,-15.713, 15.818, 0.016, 0.012, 1.038, 201.448 
9221, -2.441, 0.928, 1.096, 39.995,-15.713, 15.818, 0.016, 0.012, 1.038, 201.448 
9233, -2.441, 0.928, 1.096, 39.995,-15.713, 15.818, 0.016, 0.012, 1.038, 201.448 
9245, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9256, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9267, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9278, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9289, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9301, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9312, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9323, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9334, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9345, -2.421, 0.918, 1.066, 40.141,-15.617, 16.053, 0.016, 0.011, 1.038, 201.259 
9361, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9372, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9383, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9394, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9405, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9416, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9427, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9438, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9450, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9461, -2.428, 0.948, 1.056, 40.199,-15.541, 16.006, 0.016, 0.012, 1.038, 201.136 
9472, -2.428, 0.948, 1.056, 40.070,-15.538, 15.911, 0.016, 0.012, 1.038, 201.195 
9483, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9494, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9505, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9516, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9527, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9538, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9550, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9561, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9573, -2.448, 0.967, 1.081, 40.070,-15.538, 15.911, 0.015, 0.012, 1.039, 201.195 
9585, -2.448, 0.967, 1.081, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9596, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9607, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9618, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9630, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9641, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9652, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9663, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9674, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9687, -2.411, 1.003, 1.069, 40.171,-15.448, 15.805, 0.015, 0.012, 1.039, 201.035 
9698, -2.411, 1.003, 1.069, 40.194,-15.435, 15.779, 0.015, 0.012, 1.039, 201.007 
9709, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9720, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9731, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9742, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9753, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9764, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9775, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9786, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9798, -2.384, 0.997, 1.126, 40.194,-15.435, 15.779, 0.015, 0.012, 1.038, 201.007 
9812, -2.384, 0.997, 1.126, 40.329,-15.600, 15.641, 0.015, 0.012, 1.038, 201.147 
9823, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9834, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9845, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9856, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9867, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9878, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9889, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9900, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9911, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9923, -2.432, 0.960, 1.129, 40.329,-15.600, 15.641, 0.015, 0.012, 1.037, 201.147 
9934, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
9945, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
9956, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
9967, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
9979, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
9990, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
10001, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
10012, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
10023, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
10034, -2.445, 0.980, 1.169, 40.437,-15.673, 15.647, 0.015, 0.012, 1.038, 201.186 
10045, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10057, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10068, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10079, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10090, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10101, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10112, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10123, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10135, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10147, -2.490, 0.932, 1.185, 40.378,-15.586, 15.623, 0.015, 0.012, 1.038, 201.107 
10169, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10180, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10191, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10202, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10213, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10224, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10235, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10246, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10257, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10268, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10281, -2.506, 0.935, 1.142, 40.330,-15.516, 15.604, 0.015, 0.013, 1.038, 201.043 
10294, -2.460, 0.955, 1.181, 40.145,-15.723, 15.560, 0.015, 0.013, 1.036, 201.388 
10305, -2.460, 0.955, 1.181, 40.145,-15.723, 15.560, 0.015, 0.013, 1.036, 201.388 
10315, -2.460, 0.955, 1.181, 40.145,-15.723, 15.560, 0.015, 0.013, 1.036, 201.388 
10326, -2.460, 0.955, 1.181, 40.145,-15.723, 15.560, 0.015, 0.013, 1.036, 201.388 
10338, -2.460, 0.955, 1.181, 40.145,-15.723, 15.560, 0.015, 0.013, 1.036, 201.388 
10349, -2.460, 0.955, 1.181, 40.145,-15.723, 15.560, 0.015, 0.013, 1.036, 201.388 
imu9250 main loop terminated
