imu9250 monitor started
time, gx, gy, gz, mx, my, mz, ax, ay, az, comp
1,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
12,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
23,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
34,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
45,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
56,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
67,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
79,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
89,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
100,  0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 90.000 
112, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
123, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
134, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
145, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
156, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
167, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
180, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
191, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
202, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
212, -0.478, 0.189, 0.255, 7.940,-3.252, 3.252, 0.003, 0.003, 0.207, 202.274 
224, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
235, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
246, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
257, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
269, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
280, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
292, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
303, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
314, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
325, -0.892, 0.327, 0.442, 14.409,-5.561, 5.912, 0.005, 0.005, 0.373, 201.103 
338, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
349, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
360, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
371, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
382, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
393, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
404, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
415, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
426, -1.251, 0.423, 0.575, 19.613,-7.496, 8.011, 0.006, 0.007, 0.506, 200.915 
437, -1.251, 0.423, 0.575, 23.835,-9.219, 9.749, 0.006, 0.007, 0.506, 201.146 
451, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
462, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
473, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
484, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
495, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
507, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
518, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
529, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
540, -1.516, 0.560, 0.706, 23.835,-9.219, 9.749, 0.008, 0.008, 0.613, 201.146 
551, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.008, 0.008, 0.613, 201.189 
562, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
573, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
584, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
596, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
607, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
618, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
630, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
641, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
652, -1.659, 0.645, 0.793, 27.037,-10.481, 11.080, 0.010, 0.009, 0.699, 201.189 
663, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
674, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
685, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
696, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
707, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
719, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
730, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
741, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
752, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
763, -1.878, 0.723, 0.835, 29.482,-11.373, 12.204, 0.011, 0.010, 0.766, 201.095 
774, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
785, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
796, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
807, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
818, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
829, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
840, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
851, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
862, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
873, -1.984, 0.789, 0.921, 31.613,-12.145, 12.928, 0.011, 0.010, 0.820, 201.016 
884, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
895, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
906, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
917, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
928, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
939, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
950, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
961, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
972, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
984, -2.074, 0.863, 0.992, 33.318,-12.939, 13.741, 0.012, 0.010, 0.864, 201.224 
996, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1007, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1018, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1029, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1041, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1052, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1063, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1074, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1085, -2.166, 0.903, 0.970, 34.682,-13.574, 14.391, 0.013, 0.010, 0.899, 201.375 
1096, -2.166, 0.903, 0.970, 35.714,-13.906, 14.794, 0.013, 0.010, 0.899, 201.275 
1107, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1118, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1129, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1140, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1151, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1162, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1173, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1185, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1196, -2.194, 0.948, 1.005, 35.714,-13.906, 14.794, 0.014, 0.011, 0.926, 201.275 
1207, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.926, 201.285 
1218, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1229, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1240, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1251, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1262, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1273, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1284, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1295, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1306, -2.248, 0.884, 1.047, 36.453,-14.201, 15.087, 0.014, 0.011, 0.949, 201.285 
1318, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1329, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1340, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1351, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1362, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1373, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1384, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1396, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1407, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1418, -2.259, 0.898, 1.075, 37.131,-14.584, 15.234, 0.014, 0.010, 0.966, 201.443 
1430, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1441, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1452, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1463, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1474, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1485, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1496, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1507, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1518, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1530, -2.329, 0.907, 1.065, 37.762,-15.036, 15.322, 0.015, 0.012, 0.981, 201.712 
1542, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1553, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1564, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1575, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1586, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1597, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1608, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1619, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1630, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1641, -2.374, 0.956, 1.098, 38.120,-15.252, 15.480, 0.014, 0.012, 0.992, 201.806 
1652, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1663, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1674, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1685, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1696, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1707, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1718, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1730, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1741, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1752, -2.403, 0.979, 1.055, 38.523,-15.307, 15.783, 0.015, 0.012, 1.001, 201.670 
1763, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1774, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1785, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1796, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1807, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1818, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1829, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1840, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1851, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1862, -2.449, 0.948, 1.062, 38.729,-15.351, 15.732, 0.014, 0.012, 1.008, 201.622 
1874, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.008, 201.019 
1885, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1896, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1907, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1918, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1929, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1940, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1951, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1962, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1973, -2.435, 0.915, 1.002, 39.128,-15.035, 15.808, 0.014, 0.012, 1.013, 201.019 
1984, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.014, 0.012, 1.013, 200.542 
1995, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2006, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2017, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2029, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2040, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2051, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2062, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2073, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2084, -2.438, 0.908, 0.988, 39.447,-14.782, 15.869, 0.015, 0.012, 1.019, 200.542 
2096, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2107, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2118, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2129, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2140, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2151, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2162, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2173, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2185, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2196, -2.443, 0.900, 1.010, 39.585,-14.931, 15.977, 0.015, 0.013, 1.022, 200.666 
2207, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2218, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2229, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2241, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2252, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2263, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2274, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2285, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2296, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2308, -2.452, 0.882, 0.994, 39.872,-15.109, 15.887, 0.015, 0.013, 1.025, 200.754 
2321, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2332, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2343, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2354, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2364, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2376, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2387, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2398, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2409, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2421, -2.438, 0.870, 1.043, 39.866,-15.193, 15.815, 0.015, 0.013, 1.028, 200.861 
2433, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2444, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2455, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2466, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2477, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2488, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2499, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2511, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2523, -2.464, 0.905, 1.090, 39.891,-15.113, 15.846, 0.016, 0.013, 1.029, 200.750 
2534, -2.464, 0.905, 1.090, 40.029,-15.226, 15.811, 0.016, 0.013, 1.029, 200.825 
2546, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2557, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2568, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2579, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2590, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2601, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2612, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2623, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2635, -2.455, 0.907, 1.170, 40.029,-15.226, 15.811, 0.016, 0.013, 1.031, 200.825 
2646, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.013, 1.031, 201.182 
2657, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2668, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2679, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2690, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2701, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2712, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2723, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2734, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2747, -2.477, 0.926, 1.165, 40.050,-15.520, 15.872, 0.016, 0.012, 1.031, 201.182 
2758, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2769, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2780, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2791, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2802, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2813, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2824, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2835, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2847, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2860, -2.520, 0.912, 1.112, 40.009,-15.463, 15.744, 0.016, 0.012, 1.031, 201.131 
2871, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2882, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2893, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
